scenario_id,grid_id,material_name,area_m2,ground_or_facade
baseline,143,grey_concrete,0.17,facade
baseline,144,jar_building_stairs,12.84,facade
baseline,145,jar_building_stairs,10.11,facade
baseline,146,jar_building_stairs,43.31,facade
baseline,147,jar_building_stairs,42.58,facade
baseline,148,jar_building_stairs,11.29,facade
baseline,149,jar_building_stairs,14.01,facade
baseline,150,jar_building_stairs,11.29,facade
baseline,151,jar_building_stairs,10.54,facade
baseline,152,jar_building_stairs,24.53,facade
baseline,153,jar_building_stairs,11.26,facade
baseline,154,jar_building_stairs,10.11,facade
baseline,155,jar_building_stairs,64.81,facade
baseline,156,jar_building_stairs,11.88,facade
baseline,157,jar_building_stairs,18.94,facade
baseline,158,jar_building_stairs,2.91,facade
baseline,159,jar_building_stairs,11.58,facade
baseline,160,jar_building_stairs,65.29,facade
scenario_000,0,grey_asphalt,20.67,ground
scenario_000,1,grey_asphalt,1194.73,ground
scenario_000,2,grey_asphalt,94.44,ground
scenario_000,3,grey_asphalt,68.02,ground
scenario_000,4,grey_asphalt,34.83,ground
scenario_000,5,grey_asphalt,25.61,ground
scenario_000,6,grey_asphalt,123.67,ground
scenario_000,7,grey_asphalt,780.15,ground
scenario_000,8,grey_asphalt,22.99,ground
scenario_000,9,grey_asphalt,23.0,ground
scenario_000,10,grey_asphalt,21.91,ground
scenario_000,11,grey_asphalt,480.25,ground
scenario_000,12,grey_asphalt,369.15,ground
scenario_000,13,grey_asphalt,146.61,ground
scenario_000,14,grey_asphalt,801.85,ground
scenario_000,15,grey_asphalt,44.29,ground
scenario_000,16,grey_asphalt,135.53,ground
scenario_000,17,grey_asphalt,252.91,ground
scenario_000,18,grey_asphalt,128.6,ground
scenario_000,19,grey_asphalt,48.49,ground
scenario_000,20,grey_asphalt,207.74,ground
scenario_000,21,grey_asphalt,401.36,ground
scenario_000,22,grey_asphalt,204.27,ground
scenario_000,23,grey_asphalt,56.74,ground
scenario_000,24,grey_asphalt,539.85,ground
scenario_000,25,grey_asphalt,47.63,ground
scenario_000,26,grey_asphalt,276.33,ground
scenario_000,27,grey_asphalt,2313.56,ground
scenario_000,28,grey_asphalt,1052.91,ground
scenario_000,29,grey_asphalt,1517.29,ground
scenario_000,30,grey_asphalt,202.24,ground
scenario_000,31,grey_asphalt,639.65,ground
scenario_000,32,grey_asphalt,273.03,ground
scenario_000,33,grey_asphalt,241.91,ground
scenario_000,34,grey_asphalt,951.09,ground
scenario_000,35,grey_asphalt,156.97,ground
scenario_000,36,grey_asphalt,279.87,ground
scenario_000,37,grey_asphalt,126.51,ground
scenario_000,38,grey_asphalt,573.95,ground
scenario_000,39,grey_asphalt,174.09,ground
scenario_000,40,grey_asphalt,1116.35,ground
scenario_000,41,grey_asphalt,660.78,ground
scenario_000,42,grey_asphalt,111.34,ground
scenario_000,43,grey_asphalt,2.35,ground
scenario_000,44,grey_asphalt,286.06,ground
scenario_000,45,grey_asphalt,111.52,ground
scenario_000,46,grey_asphalt,235.15,ground
scenario_000,47,grey_asphalt,2.94,ground
scenario_000,48,grey_asphalt,3.25,ground
scenario_000,49,grey_asphalt,101.33,ground
scenario_000,50,grey_asphalt,4.68,ground
scenario_000,51,grey_asphalt,262.59,ground
scenario_000,52,grey_asphalt,655.45,ground
scenario_000,53,grey_asphalt,1744.43,ground
scenario_000,54,grey_asphalt,782.54,ground
scenario_000,55,grey_asphalt,2.31,ground
scenario_000,56,grey_asphalt,1109.43,ground
scenario_000,57,grey_asphalt,1158.75,ground
scenario_000,58,grey_asphalt,166.36,ground
scenario_000,59,grey_asphalt,832.17,ground
scenario_000,60,grey_asphalt,874.82,ground
scenario_000,61,grey_asphalt,44.34,ground
scenario_000,62,grey_asphalt,5793.75,ground
scenario_000,63,grey_asphalt,131.24,ground
scenario_000,64,grey_asphalt,5342.55,ground
scenario_000,65,grey_asphalt,2279.45,ground
scenario_000,66,grey_asphalt,1769.03,ground
scenario_000,67,grey_asphalt,132.89,ground
scenario_000,68,grey_asphalt,223.13,ground
scenario_000,69,grey_asphalt,316.64,ground
scenario_000,70,grey_asphalt,112.77,ground
scenario_000,71,grey_asphalt,946.53,ground
scenario_000,0,glass,388.29,facade
scenario_000,1,glass,329.99,facade
scenario_000,2,glass,320.26,facade
scenario_000,3,glass,217.38,facade
scenario_000,4,glass,8.14,facade
scenario_000,5,glass,119.93,facade
scenario_000,6,glass,215.15,facade
scenario_000,7,glass,7.49,facade
scenario_000,8,glass,112.91,facade
scenario_000,9,glass,20.65,facade
scenario_000,10,glass,20.65,facade
scenario_000,11,glass,20.83,facade
scenario_000,12,glass,21.09,facade
scenario_000,13,glass,21.05,facade
scenario_000,14,glass,21.0,facade
scenario_000,15,glass,20.81,facade
scenario_000,16,glass,20.63,facade
scenario_000,17,glass,13.26,facade
scenario_000,18,glass,11.44,facade
scenario_000,19,glass,14.16,facade
scenario_000,20,glass,7.96,facade
scenario_000,21,glass,212.84,facade
scenario_000,22,glass,201.92,facade
scenario_000,23,glass,276.03,facade
scenario_000,24,glass,18.46,facade
scenario_000,25,glass,106.99,facade
scenario_000,26,glass,21.0,facade
scenario_000,27,glass,21.53,facade
scenario_000,28,glass,19.53,facade
scenario_000,29,glass,117.76,facade
scenario_000,30,glass,120.81,facade
scenario_000,31,glass,78.53,facade
scenario_000,32,glass,102.13,facade
scenario_000,33,glass,91.68,facade
scenario_000,34,glass,82.54,facade
scenario_000,35,glass,138.21,facade
scenario_000,36,glass,55.43,facade
scenario_000,37,glass,24.13,facade
scenario_000,38,glass,33.08,facade
scenario_000,39,glass,20.6,facade
scenario_000,40,glass,20.73,facade
scenario_000,41,glass,20.77,facade
scenario_000,42,glass,20.97,facade
scenario_000,43,glass,20.91,facade
scenario_000,44,glass,21.07,facade
scenario_000,45,glass,20.87,facade
scenario_000,46,glass,20.6,facade
scenario_000,47,glass,796.14,facade
scenario_000,48,glass,3953.21,facade
scenario_000,49,glass,434.69,facade
scenario_000,50,glass,984.49,facade
scenario_000,51,glass,405.54,facade
scenario_000,52,glass,485.3,facade
scenario_000,53,glass,220.77,facade
scenario_000,54,glass,179.33,facade
scenario_000,55,glass,411.82,facade
scenario_000,56,glass,456.28,facade
scenario_000,57,glass,534.03,facade
scenario_000,58,glass,458.3,facade
scenario_000,59,glass,25.63,facade
scenario_000,60,glass,170.76,facade
scenario_000,61,glass,170.92,facade
scenario_000,62,glass,517.71,facade
scenario_000,63,glass,5.18,facade
scenario_000,64,glass,838.87,facade
scenario_000,65,glass,1484.04,facade
scenario_000,66,glass,1066.16,facade
scenario_000,67,glass,215.9,facade
scenario_000,68,glass,27.21,facade
scenario_000,69,glass,26.14,facade
scenario_000,70,glass,143.8,facade
scenario_000,71,glass,283.52,facade
scenario_000,72,glass,5.73,facade
scenario_000,73,glass,116.83,facade
scenario_000,74,glass,38.69,facade
scenario_000,75,glass,216.37,facade
scenario_000,76,glass,285.71,facade
scenario_000,77,glass,184.32,facade
scenario_000,78,glass,73.45,facade
scenario_000,79,glass,44.06,facade
scenario_000,80,glass,126.92,facade
scenario_000,81,glass,74.4,facade
scenario_000,82,glass,114.19,facade
scenario_000,83,glass,635.04,facade
scenario_000,84,glass,114.69,facade
scenario_000,85,glass,71.89,facade
scenario_000,86,glass,174.21,facade
scenario_000,87,glass,74.25,facade
scenario_000,88,glass,182.03,facade
scenario_000,89,glass,1050.18,facade
scenario_000,90,glass,1084.77,facade
scenario_000,91,glass,64.14,facade
scenario_000,92,glass,325.61,facade
scenario_000,93,glass,226.57,facade
scenario_000,94,glass,325.5,facade
scenario_000,95,glass,226.63,facade
scenario_000,96,glass,2036.21,facade
scenario_000,97,glass,625.71,facade
scenario_000,98,glass,623.9,facade
scenario_000,99,glass,20.34,facade
scenario_000,100,glass,46.89,facade
scenario_000,101,glass,975.65,facade
scenario_000,102,glass,79.93,facade
scenario_000,103,glass,19.89,facade
scenario_000,104,glass,118.54,facade
scenario_000,105,glass,29.89,facade
scenario_000,106,glass,152.46,facade
scenario_000,107,glass,394.2,facade
scenario_000,108,glass,151.95,facade
scenario_000,109,glass,131.51,facade
scenario_000,110,glass,1106.3,facade
scenario_000,111,glass,1113.48,facade
scenario_000,112,glass,2.64,facade
scenario_000,113,glass,4.49,facade
scenario_000,114,glass,4.16,facade
scenario_000,115,glass,2.69,facade
scenario_000,116,glass,9.51,facade
scenario_000,117,glass,4.57,facade
scenario_000,118,glass,8.97,facade
scenario_000,119,glass,15.04,facade
scenario_000,120,glass,8.98,facade
scenario_000,121,glass,5.26,facade
scenario_000,122,glass,9.2,facade
scenario_000,123,glass,16.74,facade
scenario_000,124,glass,16.75,facade
scenario_000,125,glass,1.99,facade
scenario_000,126,glass,1.16,facade
scenario_000,127,glass,3.64,facade
scenario_000,128,glass,1.16,facade
scenario_000,129,glass,2.15,facade
scenario_000,130,glass,3.05,facade
scenario_000,131,glass,1.51,facade
scenario_000,132,glass,0.62,facade
scenario_000,133,glass,0.74,facade
scenario_000,134,glass,1.56,facade
scenario_000,135,glass,2.94,facade
scenario_000,136,glass,0.18,facade
scenario_000,137,glass,1.19,facade
scenario_000,138,glass,1.59,facade
scenario_000,139,glass,1.19,facade
scenario_000,140,glass,0.16,facade
scenario_000,141,glass,2.83,facade
scenario_000,142,glass,0.16,facade
scenario_000,143,glass,0.17,facade
scenario_000,144,glass,12.84,facade
scenario_000,145,glass,10.11,facade
scenario_000,146,glass,43.31,facade
scenario_000,147,glass,42.58,facade
scenario_000,148,glass,11.29,facade
scenario_000,149,glass,14.01,facade
scenario_000,150,glass,11.29,facade
scenario_000,151,glass,10.54,facade
scenario_000,152,glass,24.53,facade
scenario_000,153,glass,11.26,facade
scenario_000,154,glass,10.11,facade
scenario_000,155,glass,64.81,facade
scenario_000,156,glass,11.88,facade
scenario_000,157,glass,18.94,facade
scenario_000,158,glass,2.91,facade
scenario_000,159,glass,11.58,facade
scenario_000,160,glass,65.29,facade
scenario_001,0,grey_asphalt,20.67,ground
scenario_001,1,grey_asphalt,1194.73,ground
scenario_001,2,grey_asphalt,94.44,ground
scenario_001,3,grey_asphalt,68.02,ground
scenario_001,4,grey_asphalt,34.83,ground
scenario_001,5,grey_asphalt,25.61,ground
scenario_001,6,grey_asphalt,123.67,ground
scenario_001,7,grey_asphalt,780.15,ground
scenario_001,8,grey_asphalt,22.99,ground
scenario_001,9,grey_asphalt,23.0,ground
scenario_001,10,grey_asphalt,21.91,ground
scenario_001,11,grey_asphalt,480.25,ground
scenario_001,12,grey_asphalt,369.15,ground
scenario_001,13,grey_asphalt,146.61,ground
scenario_001,14,grey_asphalt,801.85,ground
scenario_001,15,grey_asphalt,44.29,ground
scenario_001,16,grey_asphalt,135.53,ground
scenario_001,17,grey_asphalt,252.91,ground
scenario_001,18,grey_asphalt,128.6,ground
scenario_001,19,grey_asphalt,48.49,ground
scenario_001,20,grey_asphalt,207.74,ground
scenario_001,21,grey_asphalt,401.36,ground
scenario_001,22,grey_asphalt,204.27,ground
scenario_001,23,grey_asphalt,56.74,ground
scenario_001,24,grey_asphalt,539.85,ground
scenario_001,25,grey_asphalt,47.63,ground
scenario_001,26,grey_asphalt,276.33,ground
scenario_001,27,grey_asphalt,2313.56,ground
scenario_001,28,grey_asphalt,1052.91,ground
scenario_001,29,grey_asphalt,1517.29,ground
scenario_001,30,grey_asphalt,202.24,ground
scenario_001,31,grey_asphalt,639.65,ground
scenario_001,32,grey_asphalt,273.03,ground
scenario_001,33,grey_asphalt,241.91,ground
scenario_001,34,grey_asphalt,951.09,ground
scenario_001,35,grey_asphalt,156.97,ground
scenario_001,36,grey_asphalt,279.87,ground
scenario_001,37,grey_asphalt,126.51,ground
scenario_001,38,grey_asphalt,573.95,ground
scenario_001,39,grey_asphalt,174.09,ground
scenario_001,40,grey_asphalt,1116.35,ground
scenario_001,41,grey_asphalt,660.78,ground
scenario_001,42,grey_asphalt,111.34,ground
scenario_001,43,grey_asphalt,2.35,ground
scenario_001,44,grey_asphalt,286.06,ground
scenario_001,45,grey_asphalt,111.52,ground
scenario_001,46,grey_asphalt,235.15,ground
scenario_001,47,grey_asphalt,2.94,ground
scenario_001,48,grey_asphalt,3.25,ground
scenario_001,49,grey_asphalt,101.33,ground
scenario_001,50,grey_asphalt,4.68,ground
scenario_001,51,grey_asphalt,262.59,ground
scenario_001,52,grey_asphalt,655.45,ground
scenario_001,53,grey_asphalt,1744.43,ground
scenario_001,54,grey_asphalt,782.54,ground
scenario_001,55,grey_asphalt,2.31,ground
scenario_001,56,grey_asphalt,1109.43,ground
scenario_001,57,grey_asphalt,1158.75,ground
scenario_001,58,grey_asphalt,166.36,ground
scenario_001,59,grey_asphalt,832.17,ground
scenario_001,60,grey_asphalt,874.82,ground
scenario_001,61,grey_asphalt,44.34,ground
scenario_001,62,grey_asphalt,5793.75,ground
scenario_001,63,grey_asphalt,131.24,ground
scenario_001,64,grey_asphalt,5342.55,ground
scenario_001,65,grey_asphalt,2279.45,ground
scenario_001,66,grey_asphalt,1769.03,ground
scenario_001,67,grey_asphalt,132.89,ground
scenario_001,68,grey_asphalt,223.13,ground
scenario_001,69,grey_asphalt,316.64,ground
scenario_001,70,grey_asphalt,112.77,ground
scenario_001,71,grey_asphalt,946.53,ground
scenario_001,152,living_wall,24.53,facade
scenario_001,69,living_wall,26.14,facade
scenario_001,48,living_wall,3953.21,facade
scenario_001,54,living_wall,179.33,facade
scenario_001,154,living_wall,10.11,facade
scenario_001,156,living_wall,11.88,facade
scenario_001,136,living_wall,0.18,facade
scenario_001,81,living_wall,74.4,facade
scenario_001,105,living_wall,29.89,facade
scenario_001,28,living_wall,19.53,facade
scenario_001,21,living_wall,212.84,facade
scenario_001,159,living_wall,11.58,facade
scenario_001,29,living_wall,117.76,facade
scenario_001,19,living_wall,14.16,facade
scenario_001,1,living_wall,329.99,facade
scenario_001,66,living_wall,1066.16,facade
scenario_001,31,living_wall,78.53,facade
scenario_001,5,living_wall,119.93,facade
scenario_001,37,living_wall,24.13,facade
scenario_001,132,living_wall,0.62,facade
scenario_001,106,living_wall,152.46,facade
scenario_001,104,living_wall,118.54,facade
scenario_001,139,living_wall,1.19,facade
scenario_001,131,living_wall,1.51,facade
scenario_001,39,living_wall,20.6,facade
scenario_001,52,living_wall,485.3,facade
scenario_001,97,living_wall,625.71,facade
scenario_001,151,living_wall,10.54,facade
scenario_001,26,living_wall,21.0,facade
scenario_001,0,glass,388.29,facade
scenario_001,2,glass,320.26,facade
scenario_001,3,glass,217.38,facade
scenario_001,4,glass,8.14,facade
scenario_001,6,glass,215.15,facade
scenario_001,7,glass,7.49,facade
scenario_001,8,glass,112.91,facade
scenario_001,9,glass,20.65,facade
scenario_001,10,glass,20.65,facade
scenario_001,11,glass,20.83,facade
scenario_001,12,glass,21.09,facade
scenario_001,13,glass,21.05,facade
scenario_001,14,glass,21.0,facade
scenario_001,15,glass,20.81,facade
scenario_001,16,glass,20.63,facade
scenario_001,17,glass,13.26,facade
scenario_001,18,glass,11.44,facade
scenario_001,20,glass,7.96,facade
scenario_001,22,glass,201.92,facade
scenario_001,23,glass,276.03,facade
scenario_001,24,glass,18.46,facade
scenario_001,25,glass,106.99,facade
scenario_001,27,glass,21.53,facade
scenario_001,30,glass,120.81,facade
scenario_001,32,glass,102.13,facade
scenario_001,33,glass,91.68,facade
scenario_001,34,glass,82.54,facade
scenario_001,35,glass,138.21,facade
scenario_001,36,glass,55.43,facade
scenario_001,38,glass,33.08,facade
scenario_001,40,glass,20.73,facade
scenario_001,41,glass,20.77,facade
scenario_001,42,glass,20.97,facade
scenario_001,43,glass,20.91,facade
scenario_001,44,glass,21.07,facade
scenario_001,45,glass,20.87,facade
scenario_001,46,glass,20.6,facade
scenario_001,47,glass,796.14,facade
scenario_001,49,glass,434.69,facade
scenario_001,50,glass,984.49,facade
scenario_001,51,glass,405.54,facade
scenario_001,53,glass,220.77,facade
scenario_001,55,glass,411.82,facade
scenario_001,56,glass,456.28,facade
scenario_001,57,glass,534.03,facade
scenario_001,58,glass,458.3,facade
scenario_001,59,glass,25.63,facade
scenario_001,60,glass,170.76,facade
scenario_001,61,glass,170.92,facade
scenario_001,62,glass,517.71,facade
scenario_001,63,glass,5.18,facade
scenario_001,64,glass,838.87,facade
scenario_001,65,glass,1484.04,facade
scenario_001,67,glass,215.9,facade
scenario_001,68,glass,27.21,facade
scenario_001,70,glass,143.8,facade
scenario_001,71,glass,283.52,facade
scenario_001,72,glass,5.73,facade
scenario_001,73,glass,116.83,facade
scenario_001,74,glass,38.69,facade
scenario_001,75,glass,216.37,facade
scenario_001,76,glass,285.71,facade
scenario_001,77,glass,184.32,facade
scenario_001,78,glass,73.45,facade
scenario_001,79,glass,44.06,facade
scenario_001,80,glass,126.92,facade
scenario_001,82,glass,114.19,facade
scenario_001,83,glass,635.04,facade
scenario_001,84,glass,114.69,facade
scenario_001,85,glass,71.89,facade
scenario_001,86,glass,174.21,facade
scenario_001,87,glass,74.25,facade
scenario_001,88,glass,182.03,facade
scenario_001,89,glass,1050.18,facade
scenario_001,90,glass,1084.77,facade
scenario_001,91,glass,64.14,facade
scenario_001,92,glass,325.61,facade
scenario_001,93,glass,226.57,facade
scenario_001,94,glass,325.5,facade
scenario_001,95,glass,226.63,facade
scenario_001,96,glass,2036.21,facade
scenario_001,98,glass,623.9,facade
scenario_001,99,glass,20.34,facade
scenario_001,100,glass,46.89,facade
scenario_001,101,glass,975.65,facade
scenario_001,102,glass,79.93,facade
scenario_001,103,glass,19.89,facade
scenario_001,107,glass,394.2,facade
scenario_001,108,glass,151.95,facade
scenario_001,109,glass,131.51,facade
scenario_001,110,glass,1106.3,facade
scenario_001,111,glass,1113.48,facade
scenario_001,112,glass,2.64,facade
scenario_001,113,glass,4.49,facade
scenario_001,114,glass,4.16,facade
scenario_001,115,glass,2.69,facade
scenario_001,116,glass,9.51,facade
scenario_001,117,glass,4.57,facade
scenario_001,118,glass,8.97,facade
scenario_001,119,glass,15.04,facade
scenario_001,120,glass,8.98,facade
scenario_001,121,glass,5.26,facade
scenario_001,122,glass,9.2,facade
scenario_001,123,glass,16.74,facade
scenario_001,124,glass,16.75,facade
scenario_001,125,glass,1.99,facade
scenario_001,126,glass,1.16,facade
scenario_001,127,glass,3.64,facade
scenario_001,128,glass,1.16,facade
scenario_001,129,glass,2.15,facade
scenario_001,130,glass,3.05,facade
scenario_001,133,glass,0.74,facade
scenario_001,134,glass,1.56,facade
scenario_001,135,glass,2.94,facade
scenario_001,137,glass,1.19,facade
scenario_001,138,glass,1.59,facade
scenario_001,140,glass,0.16,facade
scenario_001,141,glass,2.83,facade
scenario_001,142,glass,0.16,facade
scenario_001,143,glass,0.17,facade
scenario_001,144,glass,12.84,facade
scenario_001,145,glass,10.11,facade
scenario_001,146,glass,43.31,facade
scenario_001,147,glass,42.58,facade
scenario_001,148,glass,11.29,facade
scenario_001,149,glass,14.01,facade
scenario_001,150,glass,11.29,facade
scenario_001,153,glass,11.26,facade
scenario_001,155,glass,64.81,facade
scenario_001,157,glass,18.94,facade
scenario_001,158,glass,2.91,facade
scenario_001,160,glass,65.29,facade
scenario_002,0,grey_asphalt,20.67,ground
scenario_002,1,grey_asphalt,1194.73,ground
scenario_002,2,grey_asphalt,94.44,ground
scenario_002,3,grey_asphalt,68.02,ground
scenario_002,4,grey_asphalt,34.83,ground
